index,document_id,overall,nid,nid_s,teds,teds_s,mhs,mhs_s
31,'01030000000031,0.2978967934720147,0.5957935869440294,0.5957935869440294,,,0.0,0.0
32,'01030000000032,0.48729253112033194,0.9745850622406639,0.9745850622406639,,,0.0,0.0
33,'01030000000033,0.4826311899482631,0.9652623798965262,0.9652623798965262,,,0.0,0.0
34,'01030000000034,0.923117430226435,0.923117430226435,0.923117430226435,,,,
35,'01030000000035,0.4495311638168781,0.8990623276337562,0.8990623276337562,,,0.0,0.0
36,'01030000000036,0.4319566689234936,0.8639133378469872,0.8639133378469872,,,0.0,0.0
37,'01030000000037,0.46498855835240277,0.9299771167048055,0.9299771167048055,,,0.0,0.0
38,'01030000000038,0.4826796450042943,0.9653592900085886,0.9653592900085886,,,0.0,0.0
39,'01030000000039,0.49009900990099015,0.9801980198019803,0.9801980198019803,,,0.0,0.0
40,'01030000000040,0.6301587301587301,0.6301587301587301,0.6301587301587301,,,,
41,'01030000000041,0.6434155141310884,0.6434155141310884,0.6434155141310884,,,,
42,'01030000000042,0.7213876967095851,0.7213876967095851,0.7213876967095851,,,,
43,'01030000000043,0.8287380699893956,0.8287380699893956,0.8287380699893956,,,,
44,'01030000000044,0.46349206349206346,0.9269841269841269,0.9269841269841269,,,0.0,0.0
45,'01030000000045,0.34985754985754985,0.6997150997150997,0.5575129533678757,0.0,0.0,,
46,'01030000000046,0.2169751116783663,0.4339502233567326,0.3639097744360902,0.0,0.0,,
47,'01030000000047,0.2224231464737794,0.4448462929475588,0.12802275960170695,0.0,0.0,,
48,'01030000000048,0.49218089602704995,0.9843617920540999,0.9843617920540999,,,0.0,0.0
49,'01030000000049,0.9637681159420289,0.9637681159420289,0.9637681159420289,,,,
50,'01030000000050,0.9469512195121951,0.9469512195121951,0.9469512195121951,,,,
51,'01030000000051,0.2384582803896654,0.7153748411689962,0.818739054290718,0.0,0.0,0.0,0.0
52,'01030000000052,0.38152089281079676,0.7630417856215935,0.8340365682137834,0.0,0.0,,
53,'01030000000053,0.2674035291836339,0.8022105875509017,0.9022945965951146,0.0,0.0,0.0,0.0
54,'01030000000054,0.4995302959135744,0.9990605918271488,0.9990605918271488,,,0.0,0.0
55,'01030000000055,0.9557894736842105,0.9557894736842105,0.9557894736842105,,,,
56,'01030000000056,0.9002004008016032,0.9002004008016032,0.9002004008016032,,,,
57,'01030000000057,0.930783242258652,0.930783242258652,0.930783242258652,,,,
58,'01030000000058,0.4630518234165068,0.9261036468330136,0.9261036468330136,,,0.0,0.0
59,'01030000000059,0.7554904831625183,0.7554904831625183,0.7554904831625183,,,,
60,'01030000000060,0.8763666947014298,0.8763666947014298,0.8763666947014298,,,,
61,'01030000000061,0.9247202441505595,0.9247202441505595,0.9247202441505595,,,,
62,'01030000000062,0.4993932038834952,0.9987864077669903,0.9987864077669903,,,0.0,0.0
63,'01030000000063,0.9842312746386334,0.9842312746386334,0.9842312746386334,,,,
64,'01030000000064,0.41382644428329707,0.8276528885665941,0.9405594405594405,0.0,0.0,,
65,'01030000000065,0.49962546816479403,0.9992509363295881,0.9992509363295881,,,0.0,0.0
66,'01030000000066,0.9681005316578057,0.9681005316578057,0.9681005316578057,,,,
67,'01030000000067,0.49346677787044757,0.9869335557408951,0.9869335557408951,,,0.0,0.0
68,'01030000000068,0.9895931882686849,0.9895931882686849,0.9895931882686849,,,,
69,'01030000000069,0.4965007776049767,0.9930015552099534,0.9930015552099534,,,0.0,0.0
70,'01030000000070,0.8499399759903962,0.8499399759903962,0.8499399759903962,,,,
71,'01030000000071,0.48758072528564333,0.9751614505712867,0.9751614505712867,,,0.0,0.0
72,'01030000000072,0.7252525252525253,0.7252525252525253,0.7252525252525253,,,,
73,'01030000000073,0.8425302826379543,0.8425302826379543,0.8425302826379543,,,,
74,'01030000000074,0.9563758389261746,0.9563758389261746,0.9563758389261746,,,,
75,'01030000000075,0.9901586663988753,0.9901586663988753,0.9901586663988753,,,,
76,'01030000000076,0.8508863399374349,0.8508863399374349,0.8508863399374349,,,,
77,'01030000000077,0.4859053989488772,0.9718107978977544,0.9718107978977544,,,0.0,0.0
78,'01030000000078,0.3224628228541612,0.6449256457083224,0.7761313576291549,0.0,0.0,,
79,'01030000000079,0.48574686431014824,0.9714937286202965,0.9714937286202965,,,0.0,0.0
80,'01030000000080,0.49109052031361367,0.9821810406272273,0.9821810406272273,,,0.0,0.0
81,'01030000000081,0.35853227232537577,0.7170645446507515,0.6025934401220443,0.0,0.0,,
82,'01030000000082,0.24097433666811657,0.48194867333623315,0.46334310850439886,0.0,0.0,,
83,'01030000000083,0.25655608214849923,0.5131121642969985,0.46487294469357254,0.0,0.0,,
84,'01030000000084,0.25808383233532933,0.5161676646706587,0.46216216216216227,0.0,0.0,,
85,'01030000000085,0.4621513944223107,0.9243027888446214,0.9243027888446214,,,0.0,0.0
86,'01030000000086,0.4956382410539434,0.9912764821078868,0.9912764821078868,,,0.0,0.0
87,'01030000000087,0.9985915492957748,0.9985915492957748,0.9985915492957748,,,,
88,'01030000000088,0.3997171145685997,0.7994342291371994,0.14937759336099588,0.0,0.0,,
89,'01030000000089,0.42759032547028963,0.8551806509405793,0.12755102040816324,0.0,0.0,,
90,'01030000000090,0.41624963202826026,0.8324992640565205,0.12828736369467608,0.0,0.0,,
91,'01030000000091,0.49546152771959223,0.9909230554391845,0.9909230554391845,,,0.0,0.0
92,'01030000000092,0.4988444228196084,0.9976888456392168,0.9976888456392168,,,0.0,0.0
93,'01030000000093,0.9975351602145861,0.9975351602145861,0.9975351602145861,,,,
94,'01030000000094,0.9755452742894911,0.9755452742894911,0.9755452742894911,,,,
95,'01030000000095,0.9658536585365853,0.9658536585365853,0.9658536585365853,,,,
96,'01030000000096,0.9614803625377644,0.9614803625377644,0.9614803625377644,,,,
97,'01030000000097,0.4761904761904761,0.9523809523809522,0.9523809523809522,,,0.0,0.0
98,'01030000000098,0.8539264140582098,0.8539264140582098,0.8539264140582098,,,,
99,'01030000000099,0.46845574387947264,0.9369114877589453,0.9369114877589453,,,0.0,0.0
100,'01030000000100,0.8714568226763348,0.8714568226763348,0.8714568226763348,,,,
101,'01030000000101,0.4939538292414804,0.9879076584829608,0.9879076584829608,,,0.0,0.0
102,'01030000000102,0.9423576250649126,0.9423576250649126,0.9423576250649126,,,,
103,'01030000000103,0.4844083724903887,0.9688167449807774,0.9688167449807774,,,0.0,0.0
104,'01030000000104,0.48459958932238195,0.9691991786447639,0.9691991786447639,,,0.0,0.0
105,'01030000000105,0.45726915520628686,0.9145383104125737,0.9145383104125737,,,0.0,0.0
106,'01030000000106,0.8285198555956679,0.8285198555956679,0.8285198555956679,,,,
107,'01030000000107,0.21457489878542513,0.42914979757085026,0.42914979757085026,,,0.0,0.0
108,'01030000000108,0.4559633027522936,0.9119266055045872,0.9119266055045872,,,0.0,0.0
109,'01030000000109,0.4359605911330049,0.8719211822660098,0.8719211822660098,,,0.0,0.0
110,'01030000000110,0.2590192266148196,0.5180384532296392,0.9835931091058243,0.0,0.0,,
111,'01030000000111,0.45077720207253885,0.9015544041450777,0.9015544041450777,,,0.0,0.0
112,'01030000000112,0.9889682024659312,0.9889682024659312,0.9889682024659312,,,,
113,'01030000000113,0.48658051689860843,0.9731610337972169,0.9731610337972169,,,0.0,0.0
114,'01030000000114,0.998639455782313,0.998639455782313,0.998639455782313,,,,
115,'01030000000115,0.49777777777777776,0.9955555555555555,0.9955555555555555,,,0.0,0.0
116,'01030000000116,0.3769028871391076,0.7538057742782152,0.814756671899529,0.0,0.0,,
117,'01030000000117,0.29497354497354494,0.8849206349206349,0.9125475285171103,0.0,0.0,0.0,0.0
118,'01030000000118,0.4242424242424242,0.8484848484848484,0.8484848484848484,,,0.0,0.0
119,'01030000000119,0.4465566714490674,0.8931133428981348,0.9176672384219554,0.0,0.0,,
120,'01030000000120,0.4444088433194489,0.8888176866388978,0.7426597582037996,0.0,0.0,,
121,'01030000000121,0.31251208663701413,0.9375362599110424,0.8517954298150162,0.0,0.0,0.0,0.0
122,'01030000000122,0.2623145400593472,0.7869436201780415,0.9457917261055635,0.0,0.0,0.0,0.0
123,'01030000000123,0.4435564435564436,0.8871128871128872,0.8871128871128872,,,0.0,0.0
124,'01030000000124,0.46717971933001357,0.9343594386600271,0.9343594386600271,,,0.0,0.0
125,'01030000000125,0.964261631827377,0.964261631827377,0.964261631827377,,,,
126,'01030000000126,0.4532293986636971,0.9064587973273942,0.9064587973273942,,,0.0,0.0
127,'01030000000127,0.3545663852647736,0.7091327705295472,0.826455955516535,0.0,0.0,,
128,'01030000000128,0.2387706855791962,0.4775413711583924,0.6850335070737156,0.0,0.0,,
129,'01030000000129,0.9253301320528212,0.9253301320528212,0.9253301320528212,,,,
130,'01030000000130,0.39645944833264724,0.7929188966652945,0.8156822810590632,0.0,0.0,,
131,'01030000000131,0.8625792811839323,0.8625792811839323,0.8625792811839323,,,,
132,'01030000000132,0.4678349600709849,0.9356699201419698,0.9320481927710843,0.0,0.0,,
133,'01030000000133,0.49796046438657043,0.9959209287731409,0.9959209287731409,,,0.0,0.0
134,'01030000000134,0.8250517598343685,0.8250517598343685,0.8250517598343685,,,,
135,'01030000000135,0.9956379498364231,0.9956379498364231,0.9956379498364231,,,,
136,'01030000000136,0.8422339991846718,0.8422339991846718,0.8422339991846718,,,,
137,'01030000000137,0.9762455328988858,0.9762455328988858,0.9762455328988858,,,,
138,'01030000000138,0.9992841803865425,0.9992841803865425,0.9992841803865425,,,,
139,'01030000000139,0.9579701723803989,0.9579701723803989,0.9579701723803989,,,,
140,'01030000000140,0.9031505250875146,0.9031505250875146,0.9031505250875146,,,,
141,'01030000000141,0.0034071550255536653,0.006814310051107331,0.006814310051107331,,,0.0,0.0
142,'01030000000142,0.48392330383480825,0.9678466076696165,0.9678466076696165,,,0.0,0.0
143,'01030000000143,0.4852682926829268,0.9705365853658536,0.9705365853658536,,,0.0,0.0
144,'01030000000144,0.420128860253277,0.840257720506554,0.840257720506554,,,0.0,0.0
145,'01030000000145,0.4224631135200241,0.8449262270400482,0.8449262270400482,,,0.0,0.0
146,'01030000000146,0.3061410356492324,0.9184231069476971,0.9218197879858657,0.0,0.0,0.0,0.0
147,'01030000000147,0.2862745098039216,0.8588235294117648,0.3747228381374723,0.0,0.0,0.0,0.0
148,'01030000000148,0.42610652663165793,0.8522130532633159,0.8522130532633159,,,0.0,0.0
149,'01030000000149,0.42899761336515513,0.8579952267303103,0.6973572037510656,0.0,0.0,,
150,'01030000000150,0.29653080068592536,0.889592402057776,0.4463690872751499,0.0,0.0,0.0,0.0
151,'01030000000151,0.4968017057569296,0.9936034115138592,0.9936034115138592,,,0.0,0.0
152,'01030000000152,0.9092878418629841,0.9092878418629841,0.9092878418629841,,,,
153,'01030000000153,0.4980227385071675,0.996045477014335,0.996045477014335,,,0.0,0.0
154,'01030000000154,0.46983311938382544,0.9396662387676509,0.9396662387676509,,,0.0,0.0
155,'01030000000155,0.4562289562289562,0.9124579124579124,0.9124579124579124,,,0.0,0.0
156,'01030000000156,0.4977289931869795,0.995457986373959,0.995457986373959,,,0.0,0.0
157,'01030000000157,0.4977595220313667,0.9955190440627334,0.9955190440627334,,,0.0,0.0
158,'01030000000158,0.49707602339181295,0.9941520467836259,0.9941520467836259,,,0.0,0.0
159,'01030000000159,0.49629629629629624,0.9925925925925925,0.9925925925925925,,,0.0,0.0
160,'01030000000160,0.9912609238451935,0.9912609238451935,0.9912609238451935,,,,
161,'01030000000161,0.9948486799742434,0.9948486799742434,0.9948486799742434,,,,
162,'01030000000162,0.9900071377587437,0.9900071377587437,0.9900071377587437,,,,
163,'01030000000163,0.4567420109119251,0.9134840218238502,0.9134840218238502,,,0.0,0.0
164,'01030000000164,0.9983478356647207,0.9983478356647207,0.9983478356647207,,,,
165,'01030000000165,0.27798338679167695,0.8339501603750308,0.8582844965370272,0.0,0.0,0.0,0.0
166,'01030000000166,0.28699551569506726,0.8609865470852018,0.8886798369394795,0.0,0.0,0.0,0.0
167,'01030000000167,0.49128139497680373,0.9825627899536075,0.9825627899536075,,,0.0,0.0
168,'01030000000168,0.46546546546546547,0.9309309309309309,0.9309309309309309,,,0.0,0.0
169,'01030000000169,0.4780367548184671,0.9560735096369342,0.9560735096369342,,,0.0,0.0
170,'01030000000170,0.3433939636218269,0.6867879272436538,0.7662712407823019,0.0,0.0,,
171,'01030000000171,0.47144006436041835,0.9428801287208367,0.9428801287208367,,,0.0,0.0
172,'01030000000172,0.9538461538461537,0.9538461538461537,0.9538461538461537,,,,
173,'01030000000173,0.4957310565635005,0.991462113127001,0.991462113127001,,,0.0,0.0
174,'01030000000174,0.4905378486055777,0.9810756972111554,0.9810756972111554,,,0.0,0.0
175,'01030000000175,0.49630872483221483,0.9926174496644297,0.9926174496644297,,,0.0,0.0
176,'01030000000176,0.49269243260798956,0.9853848652159791,0.9853848652159791,,,0.0,0.0
177,'01030000000177,0.4568860820986155,0.913772164197231,0.913772164197231,,,0.0,0.0
178,'01030000000178,0.30275173132315986,0.9082551939694796,0.8752466564349923,0.0,0.0,0.0,0.0
179,'01030000000179,0.4980268350434096,0.9960536700868192,0.9960536700868192,,,0.0,0.0
180,'01030000000180,0.3015165031222123,0.9045495093666369,0.8903225806451612,0.0,0.0,0.0,0.0
181,'01030000000181,0.46555323590814196,0.9311064718162839,0.9311064718162839,,,0.0,0.0
182,'01030000000182,0.23223097112860894,0.6966929133858268,0.1578947368421053,0.0,0.0,0.0,0.0
183,'01030000000183,0.38604417670682734,0.7720883534136547,0.7720883534136547,,,0.0,0.0
184,'01030000000184,0.3385689354275742,0.6771378708551484,0.6771378708551484,,,0.0,0.0
185,'01030000000185,0.4815547538694286,0.9631095077388572,0.9631095077388572,,,0.0,0.0
186,'01030000000186,0.4795848695889663,0.9591697391779326,0.9591697391779326,,,0.0,0.0
187,'01030000000187,0.3111780311178031,0.9335340933534093,0.9635002339728591,0.0,0.0,0.0,0.0
188,'01030000000188,0.24809126021737182,0.7442737806521155,0.8597706641184902,0.0,0.0,0.0,0.0
189,'01030000000189,0.2617469011242433,0.7852407033727299,0.879777271576816,0.0,0.0,0.0,0.0
190,'01030000000190,0.28865836791148,0.8659751037344399,0.922704143445602,0.0,0.0,0.0,0.0
191,'01030000000191,0.494747209455023,0.989494418910046,0.989494418910046,,,0.0,0.0
192,'01030000000192,0.949919224555735,0.949919224555735,0.949919224555735,,,,
193,'01030000000193,0.9545223318750636,0.9545223318750636,0.9545223318750636,,,,
194,'01030000000194,0.6831738885762522,0.6831738885762522,0.6831738885762522,,,,
195,'01030000000195,0.49852974440171904,0.9970594888034381,0.9970594888034381,,,0.0,0.0
196,'01030000000196,0.49934782608695655,0.9986956521739131,0.9986956521739131,,,0.0,0.0
197,'01030000000197,0.3095612105979684,0.9286836317939051,0.881688018085908,0.0,0.0,0.0,0.0
198,'01030000000198,0.4774193548387097,0.9548387096774194,0.9548387096774194,,,0.0,0.0
199,'01030000000199,0.3898505114083399,0.7797010228166797,0.7797010228166797,,,0.0,0.0
200,'01030000000200,0.25172363209623,0.75517089628869,0.05707196029776673,0.0,0.0,0.0,0.0
